2023-08-05 21:54:05.864 INFO  io.seata.rm.AbstractRMHandler                     :131  [32m                  [0;39m Branch Rollbacked result: PhaseTwo_Rollbacked
2023-08-05 21:54:06.858 INFO  i.s.c.rpc.processor.client.RmBranchCommitProcessor:56   [32m                  [0;39m rm client handle branch commit process:BranchCommitRequest{xid='192.168.0.102:8091:7278238012553189994', branchId=7278238012553190302, branchType=AT, resourceId='jdbc:mysql://rm-cn-uax39xxd10011clo.rwlb.rds.aliyuncs.com/train-business', applicationData='null'}
2023-08-05 21:54:06.858 INFO  io.seata.rm.AbstractRMHandler                     :96   [32m                  [0;39m Branch committing: 192.168.0.102:8091:7278238012553189994 7278238012553190302 jdbc:mysql://rm-cn-uax39xxd10011clo.rwlb.rds.aliyuncs.com/train-business null
2023-08-05 21:54:06.858 INFO  io.seata.rm.AbstractRMHandler                     :104  [32m                  [0;39m Branch commit result: PhaseTwo_Committed
2023-08-05 21:54:26.726 INFO  com.jktickets.interceptor.MemberInterceptor       :32   [32m1691243666726d49  [0;39m 获取会员登录token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTExOTc3OTgsIm1vYmlsZSI6IjEzMDAwMDAwMDAwIiwiaWQiOjE2ODA5MzI5MDI3OTc0NDcxNjgsImV4cCI6MTY5MTI4NDE5OCwiaWF0IjoxNjkxMTk3Nzk4fQ.5EUiFeFjXOxg-QEInrLq26D2_7859KlkRI34-sZ9NDk
2023-08-05 21:54:26.727 INFO  com.jktickets.utils.JwtUtil                       :64   [32m1691243666726d49  [0;39m 根据token获取原始内容：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.728 INFO  com.jktickets.interceptor.MemberInterceptor       :35   [32m1691243666726d49  [0;39m 当前登录会员：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.729 INFO  com.jktickets.aspect.LogAspect                    :57   [32m1691243666726d49  [0;39m ------------- 开始 -------------
2023-08-05 21:54:26.729 INFO  com.jktickets.aspect.LogAspect                    :58   [32m1691243666726d49  [0;39m 请求地址: http://192.168.0.102:8002/business/confirmOrder/doConfirm POST
2023-08-05 21:54:26.730 INFO  com.jktickets.aspect.LogAspect                    :59   [32m1691243666726d49  [0;39m 类名方法: com.jktickets.controller.ConfirmOrderController.doConfirm
2023-08-05 21:54:26.730 INFO  com.jktickets.aspect.LogAspect                    :60   [32m1691243666726d49  [0;39m 远程地址: 192.168.0.102
2023-08-05 21:54:26.730 INFO  com.jktickets.aspect.LogAspect                    :82   [32m1691243666726d49  [0;39m 请求参数: [{"dailyTrainTicketId":1684918068104531968,"date":1690473600000,"end":"杭州","start":"温州","tickets":[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}],"trainCode":"01"}]
2023-08-05 21:54:26.770 INFO  io.seata.tm.api.DefaultGlobalTransaction          :117  [32m1691243666726d49  [0;39m Begin new global transaction [192.168.0.102:8091:7278238012553190326]
2023-08-05 21:54:26.771 INFO  com.jktickets.aspect.LogAspect                    :106  [32m1691243666726d49  [0;39m 执行SQL:  insert | execution(int com.jktickets.mapper.ConfirmOrderMapper.insert(ConfirmOrder))
2023-08-05 21:54:26.771 INFO  com.jktickets.aspect.LogAspect                    :111  [32m1691243666726d49  [0;39m 参数值: ConfirmOrder [Hash = 1996445080, id=1687824386968653824, memberId=1680932902797447168, date=Fri Jul 28 00:00:00 CST 2023, trainCode=01, start=温州, end=杭州, dailyTrainTicketId=1684918068104531968, status=I, createTime=2023-08-05 21:54:26, updateTime=2023-08-05 21:54:26, tickets=[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}]]
2023-08-05 21:54:26.775 INFO  com.jktickets.interceptor.MemberInterceptor       :32   [32m1691243666775omn  [0;39m 获取会员登录token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTExOTc3OTgsIm1vYmlsZSI6IjEzMDAwMDAwMDAwIiwiaWQiOjE2ODA5MzI5MDI3OTc0NDcxNjgsImV4cCI6MTY5MTI4NDE5OCwiaWF0IjoxNjkxMTk3Nzk4fQ.5EUiFeFjXOxg-QEInrLq26D2_7859KlkRI34-sZ9NDk
2023-08-05 21:54:26.776 INFO  com.jktickets.utils.JwtUtil                       :64   [32m1691243666775omn  [0;39m 根据token获取原始内容：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.776 INFO  com.jktickets.interceptor.MemberInterceptor       :35   [32m1691243666775omn  [0;39m 当前登录会员：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.777 INFO  com.jktickets.aspect.LogAspect                    :57   [32m1691243666775omn  [0;39m ------------- 开始 -------------
2023-08-05 21:54:26.777 INFO  com.jktickets.aspect.LogAspect                    :58   [32m1691243666775omn  [0;39m 请求地址: http://192.168.0.102:8002/business/confirmOrder/doConfirm POST
2023-08-05 21:54:26.777 INFO  com.jktickets.aspect.LogAspect                    :59   [32m1691243666775omn  [0;39m 类名方法: com.jktickets.controller.ConfirmOrderController.doConfirm
2023-08-05 21:54:26.777 INFO  com.jktickets.aspect.LogAspect                    :60   [32m1691243666775omn  [0;39m 远程地址: 192.168.0.102
2023-08-05 21:54:26.777 INFO  com.jktickets.aspect.LogAspect                    :82   [32m1691243666775omn  [0;39m 请求参数: [{"dailyTrainTicketId":1684918068104531968,"date":1690473600000,"end":"杭州","start":"温州","tickets":[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}],"trainCode":"01"}]
2023-08-05 21:54:26.784 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666726d49  [0;39m ==>  Preparing: insert into confirm_order (id, member_id, `date`, train_code, `start`, `end`, daily_train_ticket_id, `status`, create_time, update_time, tickets) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2023-08-05 21:54:26.785 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666726d49  [0;39m ==> Parameters: 1687824386968653824(Long), 1680932902797447168(Long), 2023-07-28(Date), 01(String), 温州(String), 杭州(String), 1684918068104531968(Long), I(String), 2023-08-05 21:54:26.771(Timestamp), 2023-08-05 21:54:26.771(Timestamp), [{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}](String)
2023-08-05 21:54:26.795 INFO  io.seata.tm.api.DefaultGlobalTransaction          :117  [32m1691243666775omn  [0;39m Begin new global transaction [192.168.0.102:8091:7278238012553190327]
2023-08-05 21:54:26.796 INFO  com.jktickets.aspect.LogAspect                    :106  [32m1691243666775omn  [0;39m 执行SQL:  insert | execution(int com.jktickets.mapper.ConfirmOrderMapper.insert(ConfirmOrder))
2023-08-05 21:54:26.796 INFO  com.jktickets.aspect.LogAspect                    :111  [32m1691243666775omn  [0;39m 参数值: ConfirmOrder [Hash = 1855667313, id=1687824387073511424, memberId=1680932902797447168, date=Fri Jul 28 00:00:00 CST 2023, trainCode=01, start=温州, end=杭州, dailyTrainTicketId=1684918068104531968, status=I, createTime=2023-08-05 21:54:26, updateTime=2023-08-05 21:54:26, tickets=[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}]]
2023-08-05 21:54:26.809 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666775omn  [0;39m ==>  Preparing: insert into confirm_order (id, member_id, `date`, train_code, `start`, `end`, daily_train_ticket_id, `status`, create_time, update_time, tickets) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2023-08-05 21:54:26.809 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666775omn  [0;39m ==> Parameters: 1687824387073511424(Long), 1680932902797447168(Long), 2023-07-28(Date), 01(String), 温州(String), 杭州(String), 1684918068104531968(Long), I(String), 2023-08-05 21:54:26.796(Timestamp), 2023-08-05 21:54:26.796(Timestamp), [{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}](String)
2023-08-05 21:54:26.832 INFO  com.jktickets.interceptor.MemberInterceptor       :32   [32m1691243666832qin  [0;39m 获取会员登录token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTExOTc3OTgsIm1vYmlsZSI6IjEzMDAwMDAwMDAwIiwiaWQiOjE2ODA5MzI5MDI3OTc0NDcxNjgsImV4cCI6MTY5MTI4NDE5OCwiaWF0IjoxNjkxMTk3Nzk4fQ.5EUiFeFjXOxg-QEInrLq26D2_7859KlkRI34-sZ9NDk
2023-08-05 21:54:26.833 INFO  com.jktickets.utils.JwtUtil                       :64   [32m1691243666832qin  [0;39m 根据token获取原始内容：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.833 INFO  com.jktickets.interceptor.MemberInterceptor       :35   [32m1691243666832qin  [0;39m 当前登录会员：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.834 INFO  com.jktickets.aspect.LogAspect                    :57   [32m1691243666832qin  [0;39m ------------- 开始 -------------
2023-08-05 21:54:26.834 INFO  com.jktickets.aspect.LogAspect                    :58   [32m1691243666832qin  [0;39m 请求地址: http://192.168.0.102:8002/business/confirmOrder/doConfirm POST
2023-08-05 21:54:26.834 INFO  com.jktickets.aspect.LogAspect                    :59   [32m1691243666832qin  [0;39m 类名方法: com.jktickets.controller.ConfirmOrderController.doConfirm
2023-08-05 21:54:26.834 INFO  com.jktickets.aspect.LogAspect                    :60   [32m1691243666832qin  [0;39m 远程地址: 192.168.0.102
2023-08-05 21:54:26.834 INFO  com.jktickets.aspect.LogAspect                    :82   [32m1691243666832qin  [0;39m 请求参数: [{"dailyTrainTicketId":1684918068104531968,"date":1690473600000,"end":"杭州","start":"温州","tickets":[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}],"trainCode":"01"}]
2023-08-05 21:54:26.848 INFO  io.seata.tm.api.DefaultGlobalTransaction          :117  [32m1691243666832qin  [0;39m Begin new global transaction [192.168.0.102:8091:7278238012553190328]
2023-08-05 21:54:26.848 INFO  com.jktickets.aspect.LogAspect                    :106  [32m1691243666832qin  [0;39m 执行SQL:  insert | execution(int com.jktickets.mapper.ConfirmOrderMapper.insert(ConfirmOrder))
2023-08-05 21:54:26.849 INFO  com.jktickets.aspect.LogAspect                    :111  [32m1691243666832qin  [0;39m 参数值: ConfirmOrder [Hash = 293007914, id=1687824387291615232, memberId=1680932902797447168, date=Fri Jul 28 00:00:00 CST 2023, trainCode=01, start=温州, end=杭州, dailyTrainTicketId=1684918068104531968, status=I, createTime=2023-08-05 21:54:26, updateTime=2023-08-05 21:54:26, tickets=[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}]]
2023-08-05 21:54:26.866 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666832qin  [0;39m ==>  Preparing: insert into confirm_order (id, member_id, `date`, train_code, `start`, `end`, daily_train_ticket_id, `status`, create_time, update_time, tickets) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2023-08-05 21:54:26.867 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666832qin  [0;39m ==> Parameters: 1687824387291615232(Long), 1680932902797447168(Long), 2023-07-28(Date), 01(String), 温州(String), 杭州(String), 1684918068104531968(Long), I(String), 2023-08-05 21:54:26.848(Timestamp), 2023-08-05 21:54:26.848(Timestamp), [{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}](String)
2023-08-05 21:54:26.878 INFO  com.jktickets.interceptor.MemberInterceptor       :32   [32m1691243666878ls7  [0;39m 获取会员登录token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTExOTc3OTgsIm1vYmlsZSI6IjEzMDAwMDAwMDAwIiwiaWQiOjE2ODA5MzI5MDI3OTc0NDcxNjgsImV4cCI6MTY5MTI4NDE5OCwiaWF0IjoxNjkxMTk3Nzk4fQ.5EUiFeFjXOxg-QEInrLq26D2_7859KlkRI34-sZ9NDk
2023-08-05 21:54:26.879 INFO  com.jktickets.utils.JwtUtil                       :64   [32m1691243666878ls7  [0;39m 根据token获取原始内容：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.879 INFO  com.jktickets.interceptor.MemberInterceptor       :35   [32m1691243666878ls7  [0;39m 当前登录会员：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.880 INFO  com.jktickets.aspect.LogAspect                    :57   [32m1691243666878ls7  [0;39m ------------- 开始 -------------
2023-08-05 21:54:26.880 INFO  com.jktickets.aspect.LogAspect                    :58   [32m1691243666878ls7  [0;39m 请求地址: http://192.168.0.102:8002/business/confirmOrder/doConfirm POST
2023-08-05 21:54:26.880 INFO  com.jktickets.aspect.LogAspect                    :59   [32m1691243666878ls7  [0;39m 类名方法: com.jktickets.controller.ConfirmOrderController.doConfirm
2023-08-05 21:54:26.880 INFO  com.jktickets.aspect.LogAspect                    :60   [32m1691243666878ls7  [0;39m 远程地址: 192.168.0.102
2023-08-05 21:54:26.881 INFO  com.jktickets.aspect.LogAspect                    :82   [32m1691243666878ls7  [0;39m 请求参数: [{"dailyTrainTicketId":1684918068104531968,"date":1690473600000,"end":"杭州","start":"温州","tickets":[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}],"trainCode":"01"}]
2023-08-05 21:54:26.896 INFO  io.seata.tm.api.DefaultGlobalTransaction          :117  [32m1691243666878ls7  [0;39m Begin new global transaction [192.168.0.102:8091:7278238012553190333]
2023-08-05 21:54:26.896 INFO  com.jktickets.aspect.LogAspect                    :106  [32m1691243666878ls7  [0;39m 执行SQL:  insert | execution(int com.jktickets.mapper.ConfirmOrderMapper.insert(ConfirmOrder))
2023-08-05 21:54:26.897 INFO  com.jktickets.aspect.LogAspect                    :111  [32m1691243666878ls7  [0;39m 参数值: ConfirmOrder [Hash = 414242271, id=1687824387492941824, memberId=1680932902797447168, date=Fri Jul 28 00:00:00 CST 2023, trainCode=01, start=温州, end=杭州, dailyTrainTicketId=1684918068104531968, status=I, createTime=2023-08-05 21:54:26, updateTime=2023-08-05 21:54:26, tickets=[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}]]
2023-08-05 21:54:26.909 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666878ls7  [0;39m ==>  Preparing: insert into confirm_order (id, member_id, `date`, train_code, `start`, `end`, daily_train_ticket_id, `status`, create_time, update_time, tickets) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2023-08-05 21:54:26.911 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666878ls7  [0;39m ==> Parameters: 1687824387492941824(Long), 1680932902797447168(Long), 2023-07-28(Date), 01(String), 温州(String), 杭州(String), 1684918068104531968(Long), I(String), 2023-08-05 21:54:26.896(Timestamp), 2023-08-05 21:54:26.896(Timestamp), [{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}](String)
2023-08-05 21:54:26.925 INFO  com.jktickets.interceptor.MemberInterceptor       :32   [32m16912436669258wh  [0;39m 获取会员登录token：eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJuYmYiOjE2OTExOTc3OTgsIm1vYmlsZSI6IjEzMDAwMDAwMDAwIiwiaWQiOjE2ODA5MzI5MDI3OTc0NDcxNjgsImV4cCI6MTY5MTI4NDE5OCwiaWF0IjoxNjkxMTk3Nzk4fQ.5EUiFeFjXOxg-QEInrLq26D2_7859KlkRI34-sZ9NDk
2023-08-05 21:54:26.925 INFO  io.seata.rm.AbstractResourceManager               :73   [32m1691243666726d49  [0;39m branch register success, xid:192.168.0.102:8091:7278238012553190326, branchId:7278238012553190330, lockKeys:confirm_order:1687824386968653824
2023-08-05 21:54:26.926 INFO  com.jktickets.utils.JwtUtil                       :64   [32m16912436669258wh  [0;39m 根据token获取原始内容：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.926 INFO  com.jktickets.interceptor.MemberInterceptor       :35   [32m16912436669258wh  [0;39m 当前登录会员：{"mobile":"13000000000","id":1680932902797447168}
2023-08-05 21:54:26.927 INFO  com.jktickets.aspect.LogAspect                    :57   [32m16912436669258wh  [0;39m ------------- 开始 -------------
2023-08-05 21:54:26.927 INFO  com.jktickets.aspect.LogAspect                    :58   [32m16912436669258wh  [0;39m 请求地址: http://192.168.0.102:8002/business/confirmOrder/doConfirm POST
2023-08-05 21:54:26.927 INFO  com.jktickets.aspect.LogAspect                    :59   [32m16912436669258wh  [0;39m 类名方法: com.jktickets.controller.ConfirmOrderController.doConfirm
2023-08-05 21:54:26.928 INFO  com.jktickets.aspect.LogAspect                    :60   [32m16912436669258wh  [0;39m 远程地址: 192.168.0.102
2023-08-05 21:54:26.928 INFO  com.jktickets.aspect.LogAspect                    :82   [32m16912436669258wh  [0;39m 请求参数: [{"dailyTrainTicketId":1684918068104531968,"date":1690473600000,"end":"杭州","start":"温州","tickets":[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}],"trainCode":"01"}]
2023-08-05 21:54:26.931 INFO  io.seata.rm.AbstractResourceManager               :73   [32m1691243666775omn  [0;39m branch register success, xid:192.168.0.102:8091:7278238012553190327, branchId:7278238012553190332, lockKeys:confirm_order:1687824387073511424
2023-08-05 21:54:26.947 INFO  io.seata.tm.api.DefaultGlobalTransaction          :117  [32m16912436669258wh  [0;39m Begin new global transaction [192.168.0.102:8091:7278238012553190336]
2023-08-05 21:54:26.948 INFO  com.jktickets.aspect.LogAspect                    :106  [32m16912436669258wh  [0;39m 执行SQL:  insert | execution(int com.jktickets.mapper.ConfirmOrderMapper.insert(ConfirmOrder))
2023-08-05 21:54:26.948 INFO  com.jktickets.aspect.LogAspect                    :111  [32m16912436669258wh  [0;39m 参数值: ConfirmOrder [Hash = 1514982886, id=1687824387711045632, memberId=1680932902797447168, date=Fri Jul 28 00:00:00 CST 2023, trainCode=01, start=温州, end=杭州, dailyTrainTicketId=1684918068104531968, status=I, createTime=2023-08-05 21:54:26, updateTime=2023-08-05 21:54:26, tickets=[{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}]]
2023-08-05 21:54:26.962 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666726d49  [0;39m <==    Updates: 1
2023-08-05 21:54:26.962 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m16912436669258wh  [0;39m ==>  Preparing: insert into confirm_order (id, member_id, `date`, train_code, `start`, `end`, daily_train_ticket_id, `status`, create_time, update_time, tickets) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2023-08-05 21:54:26.962 INFO  com.jktickets.aspect.LogAspect                    :120  [32m1691243666726d49  [0;39m SQL执行完成: insert | execution(int com.jktickets.mapper.ConfirmOrderMapper.insert(ConfirmOrder))
2023-08-05 21:54:26.963 INFO  com.jktickets.aspect.LogAspect                    :106  [32m1691243666726d49  [0;39m 执行SQL:  selectByExample | execution(List com.jktickets.mapper.DailyTrainTicketMapper.selectByExample(DailyTrainTicketExample))
2023-08-05 21:54:26.963 INFO  com.jktickets.aspect.LogAspect                    :111  [32m1691243666726d49  [0;39m 参数值: com.jktickets.domain.DailyTrainTicketExample@29bef4af
2023-08-05 21:54:26.963 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m16912436669258wh  [0;39m ==> Parameters: 1687824387711045632(Long), 1680932902797447168(Long), 2023-07-28(Date), 01(String), 温州(String), 杭州(String), 1684918068104531968(Long), I(String), 2023-08-05 21:54:26.947(Timestamp), 2023-08-05 21:54:26.947(Timestamp), [{"passengerId":1681265704667582464,"passengerIdCard":"1","passengerName":"测试","passengerType":"1","seatTypeCode":"2"}](String)
2023-08-05 21:54:26.964 DEBUG c.j.mapper.DailyTrainTicketMapper.selectByExample :137  [32m1691243666726d49  [0;39m ==>  Preparing: select id, `date`, train_code, `start`, start_pinyin, start_time, start_index, `end`, end_pinyin, end_time, end_index, ydz, ydz_price, edz, edz_price, rw, rw_price, yw, yw_price, create_time, update_time from daily_train_ticket WHERE ( `date` = ? and train_code = ? and `start` = ? and `end` = ? )
2023-08-05 21:54:26.965 DEBUG c.j.mapper.DailyTrainTicketMapper.selectByExample :137  [32m1691243666726d49  [0;39m ==> Parameters: 2023-07-28(Date), 01(String), 温州(String), 杭州(String)
2023-08-05 21:54:26.971 DEBUG com.jktickets.mapper.ConfirmOrderMapper.insert    :137  [32m1691243666775omn  [0;39m <==    Updates: 1
2023-08-05 21:54:26.971 INFO  com.jktickets.aspect.LogAspect                    :120  [32m1691243666775omn  [0;39m SQL执行完成: insert | execution(int com.jktickets.mapper.ConfirmOrderMapper.insert(ConfirmOrder))
